FEN,Average Error,Event,Move,Best Move,Player,To Move,White,Black,Round,Result,WhiteElo,BlackElo,Opening,File
2r1r1k1/1q2bpp1/2p2n1p/3p4/p7/3QB1P1/PPRNPP1P/5RK1 w - - 4 22,3.1327272727272724,FIDE World Championship Match 1969,f1c1,e3d4,White,White,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2r1r1k1/1q1nbpp1/2p4p/3p4/p7/3QB1P1/PPRNPP1P/2R3K1 w - - 6 23,3.0711111111111116,FIDE World Championship Match 1969,d2f3,b2b3,White,White,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2r1r1k1/1q1nbpp1/7p/2pp4/p7/3QBNP1/PPR1PP1P/2R3K1 w - - 0 24,3.11909090909091,FIDE World Championship Match 1969,b2b3,b2b4,White,White,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2r1r1k1/1q1nbpp1/7p/2pp4/p7/1P1QBNP1/P1R1PP1P/2R3K1 b - - 0 24,1.362051282051282,FIDE World Championship Match 1969,a4b3,a4a3,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2r1rbk1/1q1n1pp1/7p/2pp4/8/1P1QBNP1/2R1PP1P/R5K1 b - - 2 26,1.2088571428571424,FIDE World Championship Match 1969,d7f6,d5d4,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2r1rbk1/1q3pp1/5n1p/2pp4/8/1P1QBNP1/2R1PP1P/R5K1 w - - 3 27,2.890980392156863,FIDE World Championship Match 1969,c2a2,a1c1,White,White,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2r1rbk1/1q3pp1/5n1p/2pp4/8/1P1QBNP1/R3PP1P/R5K1 b - - 4 27,1.3930555555555557,FIDE World Championship Match 1969,c8a8,d5d4,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
q4bk1/5pp1/5n1p/2pp4/8/1P1QBNP1/4PP1P/6K1 w - - 0 30,2.3011764705882354,FIDE World Championship Match 1969,d3c2,e3c1,White,White,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
q4bk1/5pp1/5n1p/2pp4/8/1P2BNP1/2Q1PP1P/6K1 b - - 1 30,1.0662962962962963,FIDE World Championship Match 1969,f6e4,a8c6,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
q4bk1/5pp1/7p/2pp4/4n3/1P2B1P1/2QNPP1P/6K1 b - - 3 31,1.7383870967741937,FIDE World Championship Match 1969,e4d2,a8a1,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
q4bk1/5pp1/7p/2pp4/8/1P4P1/2QBPP1P/6K1 b - - 0 32,0.9365217391304349,FIDE World Championship Match 1969,a8a6,a8b7,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
5bk1/5pp1/q6p/2pp4/8/1P4P1/2QBPP1P/6K1 w - - 1 33,2.810303030303031,FIDE World Championship Match 1969,g1f1,d2c3,White,White,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
5bk1/5pp1/q6p/2pp4/8/1P4P1/2QBPP1P/5K2 b - - 2 33,1.4162068965517238,FIDE World Championship Match 1969,a6b5,a6c6,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
5bk1/5pp1/7p/1qpp4/8/1P4P1/2QBPP1P/5K2 w - - 3 34,2.2174193548387104,FIDE World Championship Match 1969,d2c3,c2d3,White,White,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
5bk1/5pp1/7p/1qpp4/8/1PB3P1/2Q1PP1P/5K2 b - - 4 34,1.8095833333333335,FIDE World Championship Match 1969,g7g6,b5c6,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
5bk1/5p2/6pp/1qpp4/8/1PB3P1/2Q1PP1P/5K2 w - - 0 35,1.886,FIDE World Championship Match 1969,c2d1,c3b2,White,White,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
5bk1/5p2/6pp/1qpp4/8/1PB3P1/4PP1P/3Q1K2 b - - 1 35,7.176666666666667,FIDE World Championship Match 1969,b5c6,b5b7,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
5bk1/5p2/2q3pp/2pp4/8/1PB3P1/4PP1P/3Q1K2 w - - 2 36,3.1903225806451614,FIDE World Championship Match 1969,f2f3,f1g1,White,White,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
5bk1/5p2/2q3pp/2pp4/8/1PB2PP1/4P2P/3Q1K2 b - - 0 36,1.1039130434782607,FIDE World Championship Match 1969,c6e6,h6h5,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
5bk1/5p2/4q1pp/2pp4/8/1PB2PP1/4P1KP/3Q4 b - - 2 37,1.6088461538461538,FIDE World Championship Match 1969,h6h5,f8e7,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
5bk1/5p2/4q1p1/2pp3p/8/1PB2PP1/4P1KP/3Q4 w - - 0 38,2.7344117647058823,FIDE World Championship Match 1969,h2h3,d1c2,White,White,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
5bk1/5p2/4q1p1/2pp3p/8/1PB2PPP/4P1K1/3Q4 b - - 0 38,1.5133333333333334,FIDE World Championship Match 1969,f8d6,h5h4,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
6k1/5p2/3bq1p1/2pp3p/8/1PBQ1PPP/4P1K1/8 b - - 2 39,2.217407407407407,FIDE World Championship Match 1969,d6e5,d6c7,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
6k1/5p2/6p1/2ppq2p/7P/1P1Q1PP1/4P1K1/8 b - - 0 41,1.9231034482758622,FIDE World Championship Match 1969,g8f8,g8h8,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
5k2/5p2/6p1/2ppq2p/7P/1P1Q1PP1/4P1K1/8 w - - 1 42,14.0932,FIDE World Championship Match 1969,g2f1,g2f2,White,White,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
5k2/5p2/6p1/2ppq2p/7P/1P1Q1PP1/4P3/5K2 b - - 2 42,1.7772413793103448,FIDE World Championship Match 1969,f8e7,e5d6,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/4kp2/6p1/2ppq2p/7P/1P1Q1PP1/4PK2/8 b - - 4 43,2.1060000000000003,FIDE World Championship Match 1969,e5e6,e5d6,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/4kp2/4q1p1/2pp3p/7P/1P1Q1PP1/4PK2/8 w - - 5 44,2.380434782608696,FIDE World Championship Match 1969,d3b5,f3f4,White,White,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/4kp2/3q2p1/1Qpp3p/7P/1P3PP1/4PK2/8 w - - 7 45,3.0399999999999987,FIDE World Championship Match 1969,b5b7,f2f1,White,White,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/1Q2kp2/3q2p1/2pp3p/7P/1P3PP1/4PK2/8 b - - 8 45,1.2557142857142856,FIDE World Championship Match 1969,e7f6,e7f8,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/1Q3p2/3q1kp1/2pp3p/7P/1P3PP1/4PK2/8 w - - 9 46,3.4150000000000005,FIDE World Championship Match 1969,b7b5,b7a8,White,White,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/5p2/3q1kp1/1Qpp3p/7P/1P3PP1/4PK2/8 b - - 10 46,2.793809523809524,FIDE World Championship Match 1969,d6c7,f6g7,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/2q2p2/5kp1/1Qpp3p/7P/1P3PP1/4PK2/8 w - - 11 47,3.297826086956521,FIDE World Championship Match 1969,b5d3,b3b4,White,White,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/2q2p2/4k1p1/7p/2p4P/2Q2PP1/4PK2/8 w - - 2 50,13.049629629629624,FIDE World Championship Match 1969,f2e3,f2f1,White,White,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/5p2/4k1p1/2q4p/2p4P/2Q1KPP1/4P3/8 w - - 4 51,0.585,FIDE World Championship Match 1969,c3d4,e3d2,White,White,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/5p2/4k1p1/2q4p/2pQ3P/4KPP1/4P3/8 b - - 5 51,7.720434782608695,FIDE World Championship Match 1969,c5a3,c5e5,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/5p2/4k1p1/7p/2pQ3P/q4PP1/3KP3/8 b - - 7 52,7.071200000000001,FIDE World Championship Match 1969,a3a5,a3a2,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/5p2/4k1p1/q6p/2pQ3P/5PP1/3KP3/8 w - - 8 53,0.522,FIDE World Championship Match 1969,d2c2,d2e3,White,White,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/5p2/4k1p1/q6p/2pQ3P/5PP1/2K1P3/8 b - - 9 53,23.977692307692312,FIDE World Championship Match 1969,a5b5,a5a2,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/5p2/4k1p1/1q5p/2pQ3P/5PP1/2K1P3/8 w - - 10 54,22.88,FIDE World Championship Match 1969,c2c3,d4e4,White,White,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/5p2/4k1p1/7p/1qpQ3P/5PP1/3KP3/8 w - - 14 56,0.5,FIDE World Championship Match 1969,d2c2,d2d1,White,White,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/5p2/4k1p1/7p/1qpQ3P/5PP1/2K1P3/8 b - - 15 56,30.772173913043478,FIDE World Championship Match 1969,b4a4,b4b3,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/5p2/4k1p1/7p/q1pQ3P/5PP1/2K1P3/8 w - - 16 57,0.0,FIDE World Championship Match 1969,c2c3,c2b1,White,White,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/5p2/4k1p1/7p/q1pQ3P/2K2PP1/4P3/8 b - - 17 57,22.153,FIDE World Championship Match 1969,a4a5,a4b3,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/5p2/4k1p1/q6p/2pQ3P/2K2PP1/4P3/8 w - - 18 58,0.0,FIDE World Championship Match 1969,c3c4,c3b2,White,White,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/5p2/4k1p1/q6p/2KQ3P/5PP1/4P3/8 b - - 0 58,44.90359999999999,FIDE World Championship Match 1969,a5c7,a5a6,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/5p2/4k1p1/7p/3Q3P/3K1Pq1/4P3/8 w - - 0 60,3.0954838709677412,FIDE World Championship Match 1969,d4c4,d4e3,White,White,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/5p2/5kp1/7p/3Q3P/3K1Pq1/4P3/8 b - - 3 61,0.0,FIDE World Championship Match 1969,f6e7,g3e5,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",2,1/2-1/2,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,0.7721428571428569,FIDE World Championship Match 1969,d2d4,b1c3,White,White,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r1bqkbnr/pp1ppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,1.0104,FIDE World Championship Match 1969,g7g6,e7e5,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r1bqkbnr/pp1ppp1p/2n3p1/8/2PNP3/8/PP3PPP/RNBQKB1R b KQkq - 0 5,1.1026923076923079,FIDE World Championship Match 1969,g8f6,f8g7,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r1bqkb1r/pp1ppp1p/2n2np1/8/2PNP3/2N5/PP3PPP/R1BQKB1R b KQkq - 2 6,1.6782142857142852,FIDE World Championship Match 1969,c6d4,d7d6,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r1bqkb1r/pp1ppp1p/5np1/8/2PnP3/2N5/PP3PPP/R1BQKB1R w KQkq - 0 7,4.275675675675675,FIDE World Championship Match 1969,d1d4,e4e5,White,White,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r1bqkb1r/pp2pp1p/3p1np1/8/2PQP3/2N5/PP3PPP/R1B1KB1R w KQkq - 0 8,1.3643902439024387,FIDE World Championship Match 1969,c1e3,f2f3,White,White,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r1bqk2r/pp2ppbp/3p1np1/8/2PQP3/2N1BP2/PP4PP/R3KB1R b KQkq - 0 9,2.3499999999999996,FIDE World Championship Match 1969,e8g8,c8e6,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r1bq1rk1/pp2ppbp/3p1np1/8/2P1P3/2N1BP2/PP1Q2PP/R3KB1R b KQ - 2 10,1.9399999999999997,FIDE World Championship Match 1969,c8e6,d8a5,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r4rk1/pp2ppbp/3pbnp1/q7/2P1P3/2N1BP2/PP1Q2PP/2R1KB1R w K - 5 12,1.2786363636363638,FIDE World Championship Match 1969,f1e2,b2b3,White,White,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r1r3k1/1p2ppbp/p2pbnp1/q7/2P1P3/1PN1BP2/P2QB1PP/2R1K2R w K - 0 14,1.2034090909090909,FIDE World Championship Match 1969,c3d5,c3a4,White,White,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r1r3k1/1p1bppbp/p2p2p1/3P4/4P3/1P2BP2/P2KB1PP/2R4R w - - 1 17,1.4540909090909095,FIDE World Championship Match 1969,c1c8,g2g4,White,White,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2r3k1/1p1bppbp/p2p2p1/3P4/4P3/1P2BP2/P2KB1PP/7R w - - 0 18,1.3129411764705883,FIDE World Championship Match 1969,h1c1,e2d3,White,White,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
6k1/1p1bppbp/p2p2p1/3P4/4P3/1P2BP2/P3B1PP/2K5 b - - 0 19,1.6783333333333335,FIDE World Championship Match 1969,g8f8,g7c3,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
5k2/1p1bppbp/p2p2p1/3P4/4P3/1P2BP2/P3B1PP/2K5 w - - 1 20,0.8513793103448276,FIDE World Championship Match 1969,c1c2,c1d2,White,White,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
5k2/1p1b1pbp/p2pp1p1/3P4/4P3/1P2BP2/P1K1B1PP/8 w - - 0 21,0.7475000000000003,FIDE World Championship Match 1969,a2a4,e2c4,White,White,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
5k2/1p1b1pbp/p2p2p1/3P4/P7/1P2BP2/2K1B1PP/8 b - - 0 22,1.9692857142857143,FIDE World Championship Match 1969,f8e7,h7h5,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/1p1bkpbp/p2p2p1/3P4/P7/1P2BP2/2K1B1PP/8 w - - 1 23,0.8924137931034485,FIDE World Championship Match 1969,e2d3,h2h3,White,White,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/1p1bkpbp/p2p2p1/3P4/P7/1P1BBP2/2K3PP/8 b - - 2 23,1.9716666666666665,FIDE World Championship Match 1969,g7e5,h7h5,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/1p1bkp1p/p2p2p1/3Pb3/P7/1P1BBP2/2K3PP/8 w - - 3 24,2.020666666666666,FIDE World Championship Match 1969,g2g3,f3f4,White,White,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/1p1bkp1p/p2p2p1/3Pb3/P7/1P1BBPP1/2K4P/8 b - - 0 24,1.809,FIDE World Championship Match 1969,e7e8,e5a1,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
4k3/1p1b1p1p/p2p2p1/3Pb3/P7/1P1BBPP1/2K4P/8 w - - 1 25,1.1848275862068962,FIDE World Championship Match 1969,c2d2,d3e2,White,White,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
4k3/1p1b1p1p/p2p2p1/3Pb3/P7/1P1BBPP1/3K3P/8 b - - 2 25,1.7917857142857145,FIDE World Championship Match 1969,e8e7,h7h5,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
